account,post,tag,likes,comments 
risdapril,"Putra-Putri-Agung

#deilahpagelaranamat",['deilahpagelaranamat'],35,[]
risdapril,Kangen semili...,[],38,"['Dih widya maksut dih dih @widiasholeha', 'Mau dong fotonya.. Kirim WA yaaa', 'Dih nya kebanyakan ris']"
risdapril,"Bodo amat gua ikut2ab post beginian xD
Because really, i'm so lucky to being the part of this event and being the one of them sie D2 paling bori #OWL25th",['owl25th'],51,[]
risdapril,"Akhwat akhwat strong panitia ILLUSTRATION 3D. Mudah-mudahan amanah yang sudah kita laksanakan bisa menjadi berkah dan mendapatkan rahmat dan karunia dari Allah SWT. Aamiin..
Jangan baper2an ukhtii~",[],43,"['Eeehhh mau dong foto""nyaaaaa.. Kirim wa', ""Gpp kpk gpp gak ada Fani nya :-')"", 'Aamiin aamiin...', 'Aku tidur', 'Iya rut @rutry_uty // fanii adaaa kokkk faan @faniristanti // aamiin :)) @triuutass // nanti aku post foto umi lagi bobo ya haha @chintyadhr', 'Gak ada neng -_-', ""jarang syuro ae gaya'-')/@risdapril @desyapuspitas"", 'Dih ada desya @desyapuspitas', 'Knp si salah mulu gua:( @claralrs @putrinuriawan', 'Maksudnya ada disitu fan tapi ya gaada difoto wkwk @faniristanti // gitu2 doi PJ K3 tauuuukk wkwk ama ronii @putrinuriawan @claralrs', 'Emang ada?! Jangan!']"
risdapril,"Can't describe what i feel, just look at my happy face to have a friends like them..",[],32,"['item buluk.', 'Salah tag tuh', 'DEQIL DEQIL SMANTI', 'Item njir', 'Wkwkwk salah tag. Jeleq ah', '@desyapuspitas', 'Anjiirrr malu batt salah tag WKWKWK @desyapuspitas', 'Ewhhh', 'Cantik2 bgt btw', 'Gemay', '@desyapuspitas gemaynya bulukkkk wkwk']"
risdapril,"Masa katanya mirip? O.O
(06/10/15)",[],25,['Jodoh kali (?0']
risdapril,Duh,[],41,"['Follback w anak jingers', '@merrymareta_  done uy']"
risdapril,Bahagia bahagia ~(^^)~,[],22,[]
risdapril,Mukanya bahagia semua disini. Fake smilenya ga keliatan wkwkwkwk :3,[],28,[]
risdapril,"Tersenyumlah meski hati tengah berduka. Senyuman mungkin tidak mewakili suasana hati, tapi ia mencerminkan kekuatan..",[],29,"['Tjakep disini wkwkwk', 'Waduhh berasa nipu orang gua wkwk @auliakhum']"
risdapril,"Im an emotional wreck and so fancy, can't you see?",[],20,"['Follbacl risdaa', 'Iyaa @cerahayunda']"
risdapril,"Iya gua ngerti ko kalau lu gasuka ada yang ngerayain hari ulang tahun lu. Tapi bolehkan gua bersyukur atas kelahiran lu didunia ini dan jadi sahabat paling absurd selama nyarin 3 tahun ini?
Wishnya sudah dipanjatkan, meski tidak aku ucapkan secara gamblang, tapi inshaallah dihijabah sama Allah swt.
Aamiin.. thanks for being born Uke<3 @phcraney",[],25,"['Hbday indyyyy', 'Hbd indi @phcraney', 'Ris. Love you to the moon and back.']"
risdapril,"Efeknya badai, langsung dari lampu yang ada dipanggung dangdutan acara 17an rt wkwk
Weekend bersama keluarga yg menarik(read= nonton dangdut organ) mengindonesia sekali bukan :D(y)",[],21,[]
risdapril,"Masih euforia 70 tahun HUT Kemerdekaan Republik Indonesia nih. So, foto dulu aja sama pasukan pengibar bendera SMAN 3 DEPOK ihiw. Angkatan baru, langgeng ya sampai kelas 12 kaya 21.
#paskibra  #independentday #hutRI","['paskibra', 'independentday', 'hutri']",38,"['21 langgeng? Aamiin..', ""Langgeng mi udah 3 tahun :') @chintyadhr""]"
risdapril,"Selalu bangga sama PASKIBRA SMAN 3 DEPOK.
Tetaplah menjadi keluarga saya (:
#paskibra #independentday #17082015 #pengibaran #hutRI","['paskibra', 'independentday', '17082015', 'pengibaran', 'hutri']",41,"['Fl', 'Mukaku komuk-_-', 'Sukses de pengibrannya?', 'Alhamdulillah sukses kang @ahfauzaan', 'Itu siapa aja yg jd pasukannya?', '@ahfauzaan 23, 22 sama 21 kang', '23 jadinya berapa orang de? Wih 3 angkatan Alhamdulillah deh sukses hehe', 'Belum latihan perdana kang, yang ikut pengibaran baru ditarik 8 orang yang bagus2 soalnya mepet waktu ngejar target bgt kang @ahfauzaan']"
risdapril,Masih bangga banget ko teh liatnya padahal udah bukan tahunnya :'),[],42,"['Aaaw, thank you!', 'uuu cancciii bangett teh @miraaabi', 'Yang pakai baju kuning ga cans clar? :( @claralrs', 'De mau foto yg td dong yg rame2 itu', 'Yang di balkot kan kang? Oke kang secepatnya dikirim @ferdinannds']"
risdapril,"Im just a fckd up girl looking for my own piece of mind, i really ordinary..",[],32,"['First ', 'Followback ya @risdapril', 'alay', 'Tiati pulsa kesedot @claralrs', 'Anak sma 3 ya? @risdapril', 'Iyaaa @ayuambarawatiii', 'Kelas berapa? @risdapril', 'Kelas 12. Kenapa ya? @ayuambarawatiii', 'gantiinnn luuu rissss ,akkkkkkk @risdapril', 'Follback @risdapril', 'Follback ya cantik: )']"
risdapril,"With all my imperfection, i will do and can do anything",[],39,"['Inget lagu yang dulu gua bikin gak riis ?? Gak jelas itu lagu apaan wkwkwk @risdapril kunci C G Em F Am gitu doang ya hahaha', 'Ingett piddd, liriknya gini ""aku suka kamu, diawal bertemu, aku sahabatmu, sahabat sejati, ku ingin milikimu tapi kau sudah ada.. ada yang punya.."" trus nyambungnya kelagu judika wkwkwk @mufidalfayid', 'Hahaha apuss @risdapril liriknya gausah dijabarin gitu lahh', 'Kenapee? Curhatan lu yaa? Wkwk @mufidalfayid', 'Bukan ketauan banget mantan alaynya gua @risdapril hahaha', 'Semua orang pasti pernah alay.. just admit it aja~ @mufidalfayid', 'Capres capresss hahaha @risdapril']"
risdapril,"Dua orang ini adalah moodboaster dikalangan teman2ku. Gapernah serius selalu bercanda. Padahal yang lain sibuk berlatih tapi mereka malah bercanda disanggar. Yang kurus namanya putra dan yang satunya namanya agung. Mereka ini anak pejabat. Dan diam2 aku suka sama mereka tapi mereka malah suka sama ayu.
Jadi aku kesel, pas mereka ada masalah aku ga mau ikut campur. Pas putra masuk rumah sakit aku gamau jenguk. Sampai akhirnya ayu mati dan aku senang bisa mendekati mereka disanggar. Tapi sepertinya ada yang harus aku singkirkan selain ayu untuk mendapatkan mereka berdua.. yakni.. kadek..
Dear.. insanity..(versi putri)
XD",[],38,"['@aangmfm &  @wiissnnu', 'Wah ternyata putri, kau ini.. Dasar sialan, aku juga memendam perasaan ku terhadap tuan ku, kau.. Berani berani nya kau ini.. Akan aku tembak kau put *dooor* mati kau sialan ahahahahaha (dear insanity versi brigadir juli)', ""Da aku mah apa mau bikin versi sendiri tp udah mati duluan:(( asal kalian tau benjie pun memendam perasaan kepada salah satu murid sanggar maka dari itu saya mendaftarkannya ke sanggar tsb (?) [benjie's mom version]"", 'Risda pilih 1 !!!! Wkwkwkw', '@athalians @rutry_uty ternyata itu semua hanya mimpi buruk Putra. Putra memiliki indera ke-6 yg dapat melihat kejadian yg akan datang lewat mimpi. Putra pun sadar apa yg harus dia lakukan. Dan akhirnya Putra pun hidup bahagia bersama Ayu. Hahahaha (versi gw)', 'Sama kadek kalii @aangmfm']"
risdapril,"If you meet good people. Keep them close!
Happy Ied Mubarak 1436H \^^/",[],32,"['Jiah lg latihan marawis amat ris @risdapril', 'Wkwlkwkwk masih stak diedisi marawis laan wkwk #', 'Wkwkwk masih stak diedisi marawis lan @wulanazahra49', 'Wkwk']"
risdapril,"Kita mah.. kita mah.. gitu
Jauh2 cuma buat makan, ketawa-ketawa, trus pulang. Pulangnya malem lagi.. biasanya sih mampir dulu kealfamart buat eksperimen makanan, tapi udah jadi wacana malam takbiran nanti.. mudah2an ngga bikin mie campur telor ataupun pancake lagi hahaha
Jalan sama cowo ribet(read: iyut ajis) diajak photobox gamau, maunya selfie. Kita mau ngambek.. eh gajadi karna mereka setuju beli tteobokki haha
Mudah2an bisa Qtime terus setiap hari yo saudara2kuh ({})",[],20,"['Itu iyut? Jadi ganteng masa ya wkwkwk', 'Ganteng wkwkwkwkkwkwk iya ganteng @baliseantya', 'Itu iyuuut?(2) beda banget masa riiis wkwk', 'Ciye bat couple-date:333', 'Beda apanya sii taamm wkwk @tami_alaw // @viradef  couple date sama sodara sendiri. Duh jomblo batt guaa wkwkwk', '@risdapril fakta bilangnya gitu wkwk', 'Siaaallaaannn @viradef']"
risdapril,o_o,[],26,[]
risdapril,"Someone said, ""choose a friend who can make you to be a better person and goes to jannah together..""
And i found you ,Hes..
Let's go!!",[],42,"['Captionnya :""', ':""(((((((']"
risdapril,"Pawai Ramadhan untuk menyambut bulan suci Ramadhan yang tinggal H- berapa lagi. Walaupun cuma peringkat 4 yang akhwatnya tapi tidak mengurangi rasa excited kita terhadap bulan yang selalu ditunggu tiap tahunnya..
We miss you Ramadhan..
ROHIS SMANTI.. ALLAHUAKBAR",[],43,"['Cantik cantik anedd', 'Follback y @risdapril', 'Follback']"
risdapril,"Trio baper ~(^^)~
Our quote: ""Untung gua masih mau temenan sama kalian..""",[],24,"['Njs', 'Gue cari yang lonya aib', 'Eh', 'Tapi', 'Ttp aja', 'Seaib aibnya lo', 'Selalu ada foto gue', 'Yang', 'Lebih aib', 'Anjassss', 'Bodo ah', '@phcraney kamu siapa?']"
risdapril,"""Ayah adalah sosok lelaki yang tidak akan pernah menyakitimu dan orang yang paling sakit hati kalau anak perempuannya disakiti lelaki lain.."" Kaya bapake bakal diem aja kalau denger gua lagi curhat tentang cowo sama nyokap. Tapi pas gua udah masuk kamar, bapak nanya ke mama, ""siapa si yang tadi diceritain? Kaya gimana orangnya?"" Utukutukutuk pak'e, ojo nesu-nesu",[],39,"['Uww sarukan wkwkwkek', 'Wkwkwkwk mirip bopak castelo sekarangmah bapake wkwk @viradef', 'Asih dah artis wkwk', 'Bhak @viradef', 'Asih dah artis wkwk']"
risdapril,Ini adalah bagaimana kita menumpas segala kegalauan wkwkwkwk @phcraney,[],18,"['Asek asek aeb jos', 'AIBBBBBBBBBBBBBBB']"
risdapril,"Dear uke,
Youre stupid, you fail. Youre weird. Youre crazy. But that is okay, im like that too. We laugh at the randomest things. You know my ugliest side. We disagree sometimes, and we fight. But after that, we hug each other. When im sad, you were always there, rubs my back and make sure im okay. Thanks for being here for me (: lafyu uke @phcraney",[],22,['Ewh tu cizi ewh ai don laik thet. May seme tu over ewh. Kk lop yu tu/?']
risdapril,Entahlah ini make up buat pagelaran apa make up buat lenong wkwk,[],21,[]
risdapril,"Episode pagelaran.
1. Belajar make up sama aja kaya experiment bahan-bahan berwarna dan krayolan. Muka orang mendadak jadi buku gambar untuk dicoret-coret and tadaaa.. ondel2 pun jadi XD",[],22,[]
risdapril,Cuma mawar palsu tanpa duri yang bisa dimainin.,[],26,"['Serem tapi keren... Wkwk', 'Lah.. lau kira penampakan serem-_______- @kevinewaldo']"
risdapril,"Sama temen karaokean..
mudah2an bisa ngeluarin single duet bareng haha~
Senyum terus ya ang (:",[],31,"['Temen duet gw wkwkw. Bikin album aja Ris', ""Yukyuk ang. Judul albumnya 'jujur' yak @aangmfm  wkwk"", 'Tuh capt begini ga dimasalahin yaaa kenapa capt gue dimasalahin ya sm org2', '@pramnisaa  ingetin lagu shake it off kan praam..', 'azeeek aang']"
risdapril,Risda sang penakluk.. karna panji sang penakluk sudah terlalu mainstream wkwk udah gak ada acaranya juga sih..,[],28,"['""Cool photo!""']"
risdapril,"Sekolah.belajar.pagelaran.ekskul.pulang.sekolah.pagelaran.pulang.sekolah.pagelaran...-,- my activity this week",[],23,['Wkwkwk']
risdapril,"It's okay not to be okay ,ris. just be true with who you are (y)",[],31,[]
risdapril,"Karna cewe cantik itu cewe yang selalu bahagia..
Tapi gua lagi gak bahagia.. tapi yang lagi foto sama gua bahagia terus.. nah..",[],29,"['Cewe yg sama lu bahagia terus tapi dia ga cantik... (?) haha *poke @claralrs', 'aib bat riss... azzzzz wkwkwk', '@kevinewaldo  kan hintnya cewe cantil itu cewe yang selalu bahagia vin // @claralrs  aib apaan? Cantik koo', 'Ngerti.. Hmm lupakan lah wkwk', '@kevinewaldo  lu pengen bilang kita cantik susah amat dah wkwk']"
risdapril,"Aduh pusing.. udengnya bikin pusing ang >.<
(Empunya udeng -> @aangmfm )",[],22,[]
risdapril,"Udah deket.. tapi jadi semakin deket dibali dengan segala keborian yang kita punya wkwk yaa.. kita kan kaya orang honeymoon, berduaan terus..
Yang penting sih happy :D
Pipit saranghae<3",[],27,"['Iiih lucu banget sih di bikinin beginiaan (>.< )"" makasih banyaak :3']"
risdapril,#spampost,['spampost'],40,"['Hitz banget kak gakuku ganana @risdapril', 'Airportnya udah jadi', 'yahhh begitulah teh wkwk @miraaabi', 'Aaaahh gilagilaa ganahan ngeliatnya mau teriakkkk @risdapril', 'Follback yaa']"
risdapril,"Ini orang suka banget foto sama gua. Asli. Wkwkwk
#spampost",['spampost'],34,"[""Hello!! It's me Jacky!! I'm writing a new fanfic...This time with Kris&Luhan. Can you please make me a fanfic cover ^^"", '@heyyitsjacky788  yaaaa just discuss about that in kakao jacky^^', ""Okay ^^ what's your kakao name?"", ""@heyyitsjacky788  i thought you alr have my acc haha my kakao's id same like my instagram name"", 'Fakihnya sok ganteng wkwk @zulfaqih', '@desyapuspitas  wkwk bapa lu tuhh']"
risdapril,"Maafkan komokku yang semaput dengan kotoran kuda di gunung bromo yang allahuakbar ini..
#latepost #spampost #bromo","['latepost', 'spampost', 'bromo']",34,[]
risdapril,Buat uke tercintaahhhh yang minta pasir pantai kuta buat oleh-oleh.. wkwkwl love yaaa,[],24,"['Muka guenya kumuk bgt:((', 'Lucuu amat depinyaaa :3', 'Adhanya.... @athalians @srirahayufns', 'Bocah banget lu dev @athalians', 'Bawain keleussss', 'Kaya bukan anak sma anying gua-_-']"
risdapril,Only money can i love like this. Uang. Uang. Uang.,[],19,['Uang di bisa bawa pulang tuh/? Wkwkwkwk']
risdapril,"Fake smile usually hahahaha apadeh-,-",[],18,[]
risdapril,Latepost banget haha,[],18,[]
risdapril,Latepost banget haha (i dont care. I love it~),[],16,['Cie risda paqih..']
risdapril,Happy. Happy. Happy.,[],21,['Folbek ya riss']
risdapril,"Yeah, banyak yang dibicarakan tetapi lebih banyak yang disembunyikan. Jadi gue yang sekarang bukan bener2 gue so please stop judge me if you're not really know me so well~",[],25,[]
risdapril,"Sahabat itu bener2 moodboaster kita.
Bisa bikin seneng kalau kita lagi ada masalah
Bisa bikin kita juga makin kesel kalau lagi kesel

But friendship as a simple like that",[],24,"['Mirip banget anjir!!!!!', 'uuuuutuk utuk', '@tikadrynt mirip apanyeee wkwkwk @phylicrea', '@almaresss maakkk..', 'Apa? @risdapril', 'Mirip sipitnya wkwkw']"
risdapril,"Holiday tahun baru kali ini temanya.. got lost in jakarta gitu wajakakakak padahal itu ke kotu doang tapi nyasar..
Yasudahlah.. kebahagiaan libur akhir tahun bukan diukur dari seberapa jauh tempat yang kita datangi untuk berwisata, tapi diukur dari quality time kita bersama orang2 terdekat ditempat tersebut haha cailahh... #holiday #latepost #kotu #jakarta #weekend #vacation #escape #lost #friend #newyear","['holiday', 'latepost', 'kotu', 'jakarta', 'weekend', 'vacation', 'escape', 'lost', 'friend', 'newyear']",25,[]
risdapril,The last flower for our grandmother. Rest in peace Iyah binti Sarjan our lovely grandgrand,[],10,"['inalillahi wa inalillahi rajiun. turut berduka ris', 'Turut berduka ya ris, :)', 'Risda follback', '@siirlia followed cil']"
risdapril,Entahlah. Ngakak sendiri liatnya,[],8,[]
risdapril,My new biggest family #21#20#19#18#dll,"['21', '20', '19', '18', 'dll']",6,[]
risdapril,Sky high,[],2,[]
risdapril,Di Curug #expedition,['expedition'],4,[]
risdapril,Setelah pengibaran pertama :3,[],3,['Ris follback yaaaaaa']
risdapril,Bersama pak amas mantan kepala sekolah sman3depok,[],5,[]
jodidams,Wisata Hutan Mangrove PIK Jakarta Utara,[],218,[]
jodidams,"KKL ke-3 Prodi 2016, Malang-Jogja 2019",[],300,"['Hmmm', 'Keren joo']"
jodidams,"Uji coba LRT Jakarta di sore hari, gk disangka laju keretanya lebih mulus dibanding commuter line dan MRT Jakarta, walaupun rutenya masih pendek, besar harapan LRT ini membantu memecahkan masalah kemacetan di Jakarta khususnya wilayah Pulomas dan sekitarnya @lrtjkt

Foto by: @verafauz",[],267,"['Kalo masih banyak manusia yg pake kendaraan pribadi kaya gua percuma jod wkwk', 'Iya jod iyaaaaa', 'Jam mati juga', 'Itu stnya ka? Keren bat napaa']"
jodidams,Tim makan makan,[],205,"['@litasafira_', 'Sudah bersedekah dengan tersenyum hari ini? ']"
jodidams,"2nd Squad
#LKMM2019
#UNJ","['lkmm2019', 'unj']",225,"['Gercep amattt wkwkwk', 'gercep', 'Yah dah keduluan nih saya', 'Geeceee']"
jodidams,Pengingat semester 2..,[],22,[]
jodidams,"Super Banner 
Desainnya sampe bikin laptop batuk batuk..
Nyetaknya seharga iPhone 5s.
@abangracanaunj2018 
Foto: @muthiady",[],161,"['Mantap', 'Buset lebi gede dari kosan gua itu', 'Mantabbb', 'Tanpa penyesalan ', 'Wagelaseeehhh']"
jodidams,"Alhamdulillah.
Terimakasih semuanya..",[],200,"['Hmm yg ilang pas diajak foto wkwk', 'alhamdulillah', 'Flicitations bang!', 'Yeaay selamaat', 'Cingratulation jodi', 'Wah mantapp, selamat ya @jodidam', 'Congrats yaaa', 'Selamat jodiii!', 'Barakallah bapak', 'Kwren', 'Gaada saya jadi gabagus kak:) @jodidam', 'Congratsss ', 'Mengabdi deh nantibketika sudahwisuda. Dan selesai disini.', '']"
jodidams,"Jadi begini ceritanya...
: Hutalak",[],171,"['Ogitu jod', 'Gudh jodh', 'O']"
jodidams,"Ini liburan ke 2 ke kepulauan seribu, tanggal 24 Juni 2018, bersama adik @jnn_00 , dan kawan @sukmarmdhn_ @verafauz dan kak Dudu. Awalnya @rahmahfzh mau ikut, tapi karna seminggu sebelum trip ini ada kapal meledak, jadi gk boleh ikut.. wkwk. Trip yang berkesan, yang berawal ke pelabuhan Sunda kelapa naik grab tapi kesiangan, eh gk bisa masuk kapal alasannya penuh, dan didahulukan warga pulau, sepertinya dampak dari kapal meledak sebelumnya aturan naik kapal di perketat, tapi melalui lobby2 yg panjang kepada awak kapal, akhirnya bisa masuk tapi gk dapet tempat duduk, akhirnya kita ngemper di geladak kapal, wah siang hari bolong panas sekali, berangkat dari pelabuhan jam 8an, sampai pulau Pramuka jam 12an, langsung disambut oleh Om Yamin, kerabat kak @verafauz , disana disambut hangat dan kita rencananya langsung ke pulau semak daun, ternyata pulaunya penuh.. wkwk bayangin pulaunya penuh sama tenda, pada kemah pinggir pantai gitu karna musim liburan.. akhirnya kita cuma PP pulau Pramuka- pulau semak daun sambil main pasirnya aja di pulau semak daun. DAN ITU PERTAMA KALI gua malem2 naik kapal kecil pas balik dari pulau semak daun (rencananya kita mau buka tenda disitu, karna penuh akhirnya kita balik lagi ke pulau Pramuka) beuh badan masih basah kan kena air laut, terus ditambah dingin nya angin laut malam hari.. waduuhhh mana ombaknya gk bersahabat.. bener2 pengalaman luar biasa.. skip hari selanjutnya kita snorkeling di sekitar pulau semak daun, gk lupa main2 pasir di gosong Patrik (itu kan namanya ya ? @sukmarmdhn_ ) yah bisa diliat di video keseruan liburan kita..
Gk lupa kami berterimakasih kepada Om Yamin karena beliau liburan kami menjadi hemat.. wkwk terimakasih om..
Terimakasih.. kalian harus coba!",[],104,"['Ngajak dongggg', 'Sutradara mah nongolnya dikit ye', 'Curang, giliran bareng gue ga bikin video wkwk', 'Iya bentar lagi liburan wkwk', 'ditunggu kiriman paket oleh""nya kak wkwk', 'Saaa ae centong nasi liburan  @jsadamm', 'Ini tu kode gk si ? Wakwak', 'Ngajak liburan ceritanya ? Wkwk eiyaa ini lagi ikutan 30 hari bercerita  yaa', 'Udah ga ada video mukanya trs d panggil ka dudu lagi, minta di blacklist dr pulo nih kayanya ']"
jodidams,Liburaaaaannn !!!,[],101,['Enak anjir udah liburan lah gua belum']
jodidams,"Mungkin hanya di Museum Prasasti, di mana pekuburan dijadikan objek foto 
#museumprasasti #museum #tanahabang","['museumprasasti', 'museum', 'tanahabang']",165,['TPU Petamburan mungkin menjadi salah satunya juga']
jodidams,"Success is not final, failure is not fatal: it is the courage to continue that counts.
- Churchill",[],124,[]
jodidams,"Ya gitu.. 3 hari dalam semenit.. bikinnya juga gak niat.. jadi lah tuh video.

Tq kameranya @vikivikicaw",[],123,"['Enak banget si....', 'WAHHH KEREN', 'Oh ini yg lu maksud.. Wkwk keren', 'magang di net gih', '@net_cj', 'Kurang video kejar2an bis doang nih', 'Asik ada gua nya wkwk', 'Merendah untuk meroket:)', 'Merendah untuk meroket:)']"
jodidams,Wisata Kotatua Jakarta,[],110,['anjay Keren bener']
jodidams,"Thanks to @nurfauziyaah for invitation.
@vikivikicaw for action cam.

Muslim Fashion Week 2018",[],80,[]
jodidams,Ntaps,[],164,"['Wihh di undang alumni ya', 'Ih kirain Nadia itu kak Fachry ', 'Sok candid', 'Followback jod']"
jodidams,Terkadang mendengar lebih nyaman daripada didengar ,[],158,"['Betul', 'Kaya kenal nih yang moto', 'Ntaaaaapsss', '']"
jodidams,"Tidak Patrick, video ini bukan instrumen.
.
.
.
Baru trailer lho",[],99,"['Kalo like ig bisa 100x dengan 1org, gua like 100x :)', 'Lautnya datar ga bulet masa jod', 'Hpd terbaik hahaa, halusin lagi videonya lebih cakep tuh keknya jod @jsadamm // ada org suku semak daun yg ga pake baju lagi diriin tenda canggih yak sukunya sudah ngenal peralatan outdoor wkwkwkk @sukmaramadhan_']"
jodidams,"Holiday sebelum UAS..
#banten #imantakwa #holiday #train #surosoan #mosque","['banten', 'imantakwa', 'holiday', 'train', 'surosoan', 'mosque']",159,"['Wede wede', 'Oh ini yang lu tanyain ke Ulfa kemaren wkwkwk', 'Ahhhh ke banten ']"
jodidams,"Yang selalu ada membantu saya.
Terimakasih atas tahun-tahun yang berkesan..",[],152,"['Ini apa""an iniii  gue nya komuk jodddd.. -.-', 'Line pelangi error kak fotonya sebagian di pelangi yaa', 'Beuhhhh', '@pelanginisa lewat ajah pell', 'Yaudh kalo lewat deh... Permisi wkwkwk @aull.auliia10', 'Lewat wa @pelanginisa', 'Mana kontaknya @jsadamm', 'Mantap ka kerjasamanya, terus lanjutkan, tidak berenti sampei disini @jsadamm  @aull.auliia10', 'Maksudnya lewat wa pell @pelanginisa', 'Hayuk k Jakarta lagi atuhh @dharaayu2', ""Iyaaa ... pengeen kumpul2 lagi,, kangeen pramuka,, kangen SBH ka , tapi blm bisa, mash ada amanah disini :'( @aull.auliia10"", ""Iyaaa ... pengeen kumpul2 lagi,, kangeen pramuka,, kangen SBH ka , tapi blm bisa, mash ada amanah disini :'( @aull.auliia10""]"
jodidams,"""Dan hanya kepada Allah hendaknya kamu bertawakkal jika kamu benar-benar orang yang beriman."" Q.S. (5): 23)

Jangan berharap kepada manusia karena mereka akan mengecewakanmu. Tetapi berharaplah hanya kepada Allah karena Dia akan memberikan yang terbaik untukmu.
dan hanya kepada Tuhanmulah hendaknya kamu berharap. (Q.S. (94): 8)

#indonesia",['indonesia'],138,[]
jodidams,"Pramuka itu memang membosankan, jika pengajarnya tidak memerhatikan perkembangan zaman 
#piano #pramuka #unj","['piano', 'pramuka', 'unj']",134,"['beneran bisa itu?', '@mariaaadita menurut lau ? Keget gua di gedung S hampir tiap kelas ada piano nya..', 'Emng bisa kk? opss', 'ini unj? wkwk', 'Sok bisa', 'Ngomong doang mau ngajarin gua..']"
jodidams,Halah,[],45,[]
jodidams,"Foto untuk BTS, waktu itu hari Kamis pukul 10, kami dijadwalkan untuk foto bersama wali kelas, serempak dengan kelas lain.. kami dari kelas XII MIA 1, walaupun dari sekolah swasta tetapi sikap dan pengetahuan kami tidak kalah dengan anak-anak 'negeri', hehehe.. kami hanya kalah dari nilai NEM..
Sempat menunggu lama, akhirnya kami berfoto.
Urutan dari pojok kiri bawah: Intan, Herika, Rasilia, Safna, Bu Nanik, Ajeng, Yolanda, Nabila, Binta.
Dari kiri tengah: Prico, Ghozi, Saya, Yosherli, , Farah, Christa, Melania, Clara, Tita, Dwi, Irma, Monik, Fachrul, Moyo, Iben
Dari kiri atas: Samuel, , David, Gufron, Yoga, Toing, Golfri, Aldo, Firhand",[],55,[]
jodidams,Kelas 12 jangan dibawa stress,[],39,[]
jodidams,"Emas berkata pada tanah, Coba lihat pada dirimu, suram dan lemah, apakah engkau memiliki cahaya mengkilat seperti aku.......???
Apakah engkau berharga seperti aku....... ???
.
Tanah menggelengkan kepala dan menjawab,
Aku bisa menumbuhkan bunga dan buah, bisa menumbuhkan rumput dan pohon,
bisa menumbuhkan tanaman dan banyak yang lain, apakah kamu bisa....... ???
Emas pun terdiam seribu bahasa......!!!!!
.
Dalam hidup ini banyak orang yang seperti emas, berharga, menyilaukan tetapi tidak bermanfaat bagi sesama.
Sukses dalam karir,
rupawan dalam paras, tapi sukar membantu apalagi peduli.
Tapi ada juga yang seperti tanah. Posisi biasa saja,
bersahaja namun ringan tangan siap membantu kapanpun.
.
Makna dari kehidupan bukan terletak pada seberapa bernilainya diri kita, tetapi seberapa besar bermanfaatnya kita bagi orang lain.
Jika keberadaan kita dapat menjadi berkah bagi banyak orang, barulah kita benar- benar bernilai.
.
Apalah gunanya kesuksesan bila itu tidak membawa manfaat bagi kita, keluarga dan orang lain.
Apalah arti kemakmuran bila tidak berbagi pada yang membutuhkan.
Apalah arti kepintaran bila tidak memberi inspirasi di sekeliling kita.
Karena hidup adalah proses, ada saatnya kita memberi dan ada saatnya kita menerima.
.
By@semangatberbagi_official
#semangatberbagi",['semangatberbagi'],33,[]
jodidams,"Sunset at Rambutan Regional Terminal
#sunset #pramuka #operasiketupatjaya","['sunset', 'pramuka', 'operasiketupatjaya']",29,"['Hai kak follback dong', 'Done']"
jodidams,#cloud,['cloud'],21,[]
jodidams,"Otw Lomba gerak jalan di cfd pemuda, akhirnya kami juara 2 lhoo",[],20,"['niaa bhahahak @frdaniaa', 'Tau nih jodi aaaaaah']"
jodidams,Bantara 4 pelantikan nya..,[],13,[]
jodidams,Gapura kampungq,[],17,"['Itu dimana? Kaya tauu.', 'Di jawa mba']"
jodidams,The Classic,[],16,[]
jodidams,Desa Wisata Klaten JawaTengah keinget 10 tahun yang lalu....,[],21,[]
jodidams,Meet The Minister of Health,[],15,[]
aisyahyunii,Hanya ingin berbagi foto tidak ingin menulis caption.,[],247,['Ohh gittuu']
aisyahyunii,"Walau benar,  orang yang benar benar berada di cerita yang dibenarkan orang benar tak pernah benar benar membenarkan cerita yang benar tersebut.  Ketawa misalnya.",[],207,"['Maap Bu saya kurang memahami..', 'gimana gimanaa??', 'Mon maap, jd apa yg benar""terjadi dg sebenarxa bu? Mon pncerahanxa atw lightingxa kurang bagus?', 'Apa apa?']"
aisyahyunii,"Barang discount is our priority 
-Ini Bukan Grup",[],252,"['Follback ya kakak cantik', 'Follback kaka']"
aisyahyunii,Tidak ada caption.,[],232,"['Follback yaa kak ', '']"
aisyahyunii,"Sekumpulan anak manusia yang masih ketawa liat jokes kecoa dikira kurma. 
Slide terakhir gaada lawan
.
.
.
bosen juga liat posisi eug .",[],273,"['Yhaa diduluiin', 'Bukan kecoa dang, tapi petasan gelas plastik wkwkwk', 'Yang terakhir asik banget', 'Sebuah konsistensi : padang di kiri teruus', 'flbck']"
aisyahyunii,"Mau cerita , hidup itu butuh belajar. Di sekolah lu akan diajarin dulu baru ujian, di kehidupan lu akan diuji dulu baru dapat pelajaran. Dikampus kadang lu ga dapat pelajaran tiba tiba diuji ama kuis. .
.
Catt: objek caption adalah foto pertama.",[],262,"['Bodygoals', 'Kenapaa haruus diposstt yang foto keempaatt ??! :))', 'Semakin didepan ya kak', 'Body lu oikk @aisyahyunii', 'Akhirnya tuh caption diupload wwkwkk']"
